Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
69,Female,Jacket,Outerwear,51,Wisconsin,L,Purple,Summer,4.7,No,Standard,No,No,3,Bank Transfer,Fortnightly,2024-04-15
30,Female,Sunglasses,Accessories,22,Nebraska,L,Red,Spring,4.0,No,Standard,No,No,50,Venmo,Monthly,2024-04-26
53,Female,Sweater,Clothing,45,Iowa,S,Olive,Winter,3.6,No,Store Pickup,No,No,16,Credit Card,Bi-Weekly,2024-04-23
69,Female,Hoodie,Clothing,82,Louisiana,S,Peach,Fall,4.2,No,Free Shipping,No,No,4,Bank Transfer,Monthly,2024-04-07
19,Female,Sandals,Footwear,70,Minnesota,S,Teal,Spring,4.9,No,Free Shipping,No,No,17,PayPal,Fortnightly,2024-04-17
33,Female,Belt,Accessories,92,Michigan,L,Blue,Winter,3.3,No,Free Shipping,No,No,11,PayPal,Bi-Weekly,2024-04-09
40,Female,Shirt,Clothing,87,Colorado,L,Charcoal,Winter,3.7,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,2024-04-16
26,Female,Skirt,Clothing,28,Florida,M,Pink,Winter,4.0,No,Express,No,No,17,Debit Card,Weekly,2024-04-04
63,Female,Jeans,Clothing,93,New York,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly,2024-04-29
46,Female,Skirt,Clothing,29,California,M,Yellow,Spring,3.0,No,Express,No,No,2,PayPal,Bi-Weekly,2024-04-18
68,Female,Dress,Clothing,81,Maine,L,Yellow,Fall,4.9,No,2-Day Shipping,No,No,41,Venmo,Monthly,2024-04-06
27,Female,Dress,Clothing,52,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,No,50,Venmo,Monthly,2024-04-18
59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Bi-Weekly,2024-04-08
42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly,2024-04-21
39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,No,11,Venmo,Monthly,2024-04-26
63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,No,2,Debit Card,Weekly,2024-04-07
55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly,2024-04-04
32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,Standard,No,No,13,Cash,Weekly,2024-04-18
58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly,2024-04-11
61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Fortnightly,2024-04-18
33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Fortnightly,2024-04-04
65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,No,33,PayPal,Weekly,2024-04-02
53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Next Day Air,No,No,13,Bank Transfer,Monthly,2024-04-23
36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,No,4,Venmo,Fortnightly,2024-04-26
43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Express,No,No,14,Venmo,Fortnightly,2024-04-29
37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly,2024-04-03
33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,No,7,Cash,Fortnightly,2024-04-12
70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly,2024-04-19
22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,No,42,Credit Card,Fortnightly,2024-04-20
46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Free Shipping,No,No,31,Bank Transfer,Monthly,2024-04-10
31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Standard,No,No,14,Bank Transfer,Monthly,2024-04-04
43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Free Shipping,No,No,45,Venmo,Weekly,2024-04-01
25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Standard,No,No,6,Venmo,Weekly,2024-04-07
67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,No,Free Shipping,No,No,19,Cash,Monthly,2024-04-28
35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Standard,No,No,37,Venmo,Monthly,2024-04-03
20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly,2024-04-07
43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,No,19,Cash,Monthly,2024-04-16
65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Express,No,No,44,PayPal,Weekly,2024-04-12
51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Free Shipping,No,No,2,Bank Transfer,Weekly,2024-04-16
19,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,No,2-Day Shipping,No,No,31,Cash,Weekly,2024-04-11
51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Store Pickup,No,No,41,Venmo,Weekly,2024-04-03
58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,No,Store Pickup,No,No,42,Debit Card,Monthly,2024-04-25
40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,No,Store Pickup,No,No,30,Venmo,Weekly,2024-04-01
36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,No,25,Venmo,Monthly,2024-04-29
65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly,2024-04-24
44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,Next Day Air,No,No,35,Debit Card,Monthly,2024-04-27
34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,2-Day Shipping,No,No,46,Bank Transfer,Monthly,2024-04-12
28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly,2024-04-17
28,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,No,Free Shipping,No,No,27,Cash,Fortnightly,2024-04-22
21,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,No,Next Day Air,No,No,33,Cash,Fortnightly,2024-04-08
57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Standard,No,No,16,Bank Transfer,Weekly,2024-04-10
46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,2-Day Shipping,No,No,40,Venmo,Bi-Weekly,2024-04-11
44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,Free Shipping,No,No,8,Bank Transfer,Monthly,2024-04-13
24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Free Shipping,No,No,14,Debit Card,Weekly,2024-04-03
32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,Standard,No,No,34,Venmo,Monthly,2024-04-27
59,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,Store Pickup,No,No,23,Credit Card,Bi-Weekly,2024-04-26
23,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,No,Express,No,No,12,Cash,Bi-Weekly,2024-04-07
39,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,Free Shipping,No,No,23,Credit Card,Monthly,2024-04-16
22,Female,Dress,Clothing,39,Nevada,M,Teal,Spring,3.2,No,Standard,No,No,47,Credit Card,Monthly,2024-04-26
56,Female,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,No,Standard,No,No,29,Bank Transfer,Monthly,2024-04-13
50,Female,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,No,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly,2024-04-08
27,Female,Boots,Footwear,32,North Carolina,S,Orange,Spring,4.6,No,Standard,No,No,19,PayPal,Bi-Weekly,2024-04-20
41,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4.0,No,2-Day Shipping,No,No,43,Venmo,Monthly,2024-04-14
58,Female,Sunglasses,Accessories,53,New York,L,Black,Winter,4.8,No,Standard,No,No,14,Debit Card,Fortnightly,2024-04-30
19,Female,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,3.7,No,Next Day Air,No,No,50,PayPal,Bi-Weekly,2024-04-14
48,Female,Shoes,Footwear,37,Oregon,M,Yellow,Winter,4.0,No,Standard,No,No,27,Cash,Bi-Weekly,2024-04-22
45,Female,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,2024-04-29
26,Female,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,No,Express,No,No,39,Debit Card,Bi-Weekly,2024-04-28
33,Female,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,No,Free Shipping,No,No,3,Debit Card,Bi-Weekly,2024-04-10
20,Female,Handbag,Accessories,24,Wisconsin,M,Cyan,Fall,4.6,No,Standard,No,No,11,Cash,Fortnightly,2024-04-17
38,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,No,Free Shipping,No,No,14,Venmo,Monthly,2024-04-06
58,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,No,Standard,No,No,11,Venmo,Weekly,2024-04-04
32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,No,Express,No,No,34,Venmo,Weekly,2024-04-03
38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,No,Free Shipping,No,No,27,PayPal,Monthly,2024-04-04
54,Female,Socks,Clothing,63,Hawaii,M,Brown,Summer,2.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly,2024-04-05
61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,No,Standard,No,No,38,Debit Card,Bi-Weekly,2024-04-22
47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,No,Free Shipping,No,No,14,Cash,Weekly,2024-04-19
50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,No,Next Day Air,No,No,5,Debit Card,Monthly,2024-04-22
55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,Standard,No,No,28,PayPal,Monthly,2024-04-27
57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,No,Standard,No,No,47,Credit Card,Weekly,2024-04-15
33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly,2024-04-24
44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,No,2-Day Shipping,No,No,13,Venmo,Fortnightly,2024-04-06
24,Female,Jewelry,Accessories,74,Kansas,M,White,Winter,3.4,No,Free Shipping,No,No,44,Credit Card,Bi-Weekly,2024-04-25
31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,No,Next Day Air,No,No,14,PayPal,Weekly,2024-04-26
45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly,2024-04-22
62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,No,2-Day Shipping,No,No,16,Credit Card,Monthly,2024-04-01
46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,No,2-Day Shipping,No,No,6,Credit Card,Weekly,2024-04-04
66,Female,Dress,Clothing,71,Utah,L,Green,Summer,3.9,No,Standard,No,No,7,PayPal,Bi-Weekly,2024-04-19
32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,No,18,Cash,Bi-Weekly,2024-04-07
57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,No,7,PayPal,Weekly,2024-04-19
45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,No,23,Venmo,Fortnightly,2024-04-12
18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,No,5,Venmo,Weekly,2024-04-04
37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,No,17,Venmo,Bi-Weekly,2024-04-16
39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Weekly,2024-04-12
62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,No,8,Venmo,Fortnightly,2024-04-27
58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Free Shipping,No,No,23,PayPal,Weekly,2024-04-13
40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,No,7,PayPal,Monthly,2024-04-21
69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,No,18,Cash,Bi-Weekly,2024-04-20
50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,No,7,Venmo,Fortnightly,2024-04-20
18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,No,10,Cash,Fortnightly,2024-04-23
42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4,PayPal,Bi-Weekly,2024-04-08
48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Store Pickup,No,No,7,Bank Transfer,Fortnightly,2024-04-07
27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Standard,No,No,5,Debit Card,Bi-Weekly,2024-04-16
41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly,2024-04-24
47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1,Venmo,Monthly,2024-04-10
70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,No,2,Cash,Weekly,2024-04-13
32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,Weekly,2024-04-29
52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,No,43,PayPal,Bi-Weekly,2024-04-25
58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,Bi-Weekly,2024-04-23
26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,No,34,Debit Card,Fortnightly,2024-04-09
66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Express,No,No,13,Venmo,Bi-Weekly,2024-04-19
60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly,2024-04-23
32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,2024-04-13
69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly,2024-04-05
64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,Weekly,2024-04-15
46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly,2024-04-25
69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly,2024-04-08
32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,No,9,PayPal,Fortnightly,2024-04-14
43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,No,41,Debit Card,Fortnightly,2024-04-08
65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly,2024-04-27
50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7,PayPal,Monthly,2024-04-18
60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,Fortnightly,2024-04-23
46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,No,2,Debit Card,Weekly,2024-04-28
21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,No,45,Venmo,Bi-Weekly,2024-04-10
26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly,2024-04-10
50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly,2024-04-30
43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,No,4,PayPal,Bi-Weekly,2024-04-06
63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,No,16,Venmo,Weekly,2024-04-05
23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Express,No,No,34,Credit Card,Fortnightly,2024-04-04
35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,No,47,Bank Transfer,Weekly,2024-04-11
68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,No,48,Venmo,Fortnightly,2024-04-04
34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly,2024-04-26
35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,No,4,Venmo,Weekly,2024-04-29
57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,Fortnightly,2024-04-14
37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,Weekly,2024-04-22
49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,No,17,PayPal,Monthly,2024-04-01
18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,Monthly,2024-04-23
49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,No,36,Cash,Monthly,2024-04-23
19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly,2024-04-07
31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,Fortnightly,2024-04-27
35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,Weekly,2024-04-19
65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Fortnightly,2024-04-21
68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly,2024-04-04
45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,No,35,PayPal,Monthly,2024-04-07
36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly,2024-04-03
55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,Monthly,2024-04-16
67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly,2024-04-03
42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly,2024-04-25
25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly,2024-04-05
19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,No,20,Cash,Fortnightly,2024-04-24
63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,No,35,Credit Card,Fortnightly,2024-04-24
43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,No,10,Credit Card,Bi-Weekly,2024-04-25
24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,Fortnightly,2024-04-23
61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly,2024-04-30
67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly,2024-04-03
36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,No,49,PayPal,Monthly,2024-04-27
61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly,2024-04-01
30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly,2024-04-29
27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly,2024-04-10
27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly,2024-04-25
39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly,2024-04-03
57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly,2024-04-09
38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly,2024-04-04
57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly,2024-04-18
54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly,2024-04-17
45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19,Bank Transfer,Monthly,2024-04-04
27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18,Venmo,Monthly,2024-04-03
33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly,2024-04-26
45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly,2024-04-13
63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly,2024-04-13
23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly,2024-04-30
57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly,2024-04-13
31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly,2024-04-27
56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly,2024-04-23
40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly,2024-04-28
49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly,2024-04-29
27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly,2024-04-26
35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly,2024-04-26
43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly,2024-04-13
24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly,2024-04-10
58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly,2024-04-03
24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly,2024-04-22
52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly,2024-04-04
29,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly,2024-04-10
62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly,2024-04-09
19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,2024-04-23
62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,2024-04-13
70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly,2024-04-22
45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly,2024-04-02
36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly,2024-04-18
63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly,2024-04-16
18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly,2024-04-05
55,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly,2024-04-16
54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly,2024-04-28
29,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly,2024-04-28
42,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly,2024-04-03
34,Female,Backpack,Accessories,54,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,2024-04-19
55,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly,2024-04-17
23,Female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly,2024-04-14
